"Ver_Seg","Status","LDate","Litho","Rec_Price","NumCores","NumThreads","ProcBaseMem","MaxTurboFreq","TDP","MaxMemSize","MaxMemBW","GraphicBaseFreq","GraphicMaxDFreq","MaxNumPCIExpressLanes","T"
4,4,"Q3'17",14,617,6,12,3600,"3.9",140,512,85.3,NA,NA,48,65
4,4,"Q3'17",14,444,4,8,4000,"4.5",120,512,85.3,NA,NA,48,64
4,4,"Q3'17",14,294,4,8,3600,"3.9",120,512,85.3,NA,NA,48,65
4,3,"Q3'07",65,NA,4,NA,2000,NA,50,NA,NA,NA,NA,NA,60
4,4,NA,65,NA,2,NA,2200,NA,40,NA,NA,NA,NA,NA,NA
4,3,"Q1'07",65,NA,4,NA,2130,NA,105,NA,NA,NA,NA,NA,62.2
4,3,NA,65,369,2,NA,3200,NA,95,NA,NA,NA,NA,NA,67
4,2,NA,180,NA,1,NA,667,NA,21.3,NA,NA,NA,NA,NA,55
4,2,NA,250,NA,1,NA,500,NA,36,NA,NA,NA,NA,NA,75
4,2,NA,130,1100,1,NA,1500,NA,48,NA,NA,NA,NA,NA,67
4,3,NA,65,NA,2,NA,3400,NA,150,NA,NA,NA,NA,NA,69
4,2,"Q4'02",130,NA,1,NA,2400,NA,65,NA,NA,NA,NA,NA,74
4,3,NA,90,1980,2,NA,2800,NA,165,NA,NA,NA,NA,NA,76
4,2,NA,90,NA,1,NA,3000,NA,129,NA,NA,NA,NA,NA,73
4,3,"Q1'11",32,NA,6,12,3460,"3.73",130,24,32,NA,NA,NA,67.9
4,3,"Q1'11",32,1664.5,6,12,3460,"3.73",130,288,32,NA,NA,NA,78.5
4,2,NA,NA,NA,1,NA,400,NA,30.8,NA,NA,NA,NA,NA,75
2,4,"Q1'10",45,326,2,4,1730,"1.87",35,NA,NA,NA,NA,NA,94.5
2,4,"Q1'10",45,493,4,8,1730,"2.13",48,NA,NA,NA,NA,NA,92.5
4,3,"Q1'10",45,NA,8,16,2000,"2.4",130,NA,NA,NA,NA,NA,69
4,3,"Q1'10",45,NA,6,12,2000,"2.27",105,NA,NA,NA,NA,NA,NA
4,3,"Q3'09",45,339,4,8,2930,"3.6",95,32,21,NA,NA,16,72.7
4,3,"Q1'09",45,1059,4,8,3200,"3.46",130,24,32,NA,NA,NA,67.9
4,4,"Q1'09",45,NA,4,8,2800,"3.2",95,144,32,NA,NA,NA,75
4,3,"Q3'08",45,NA,6,NA,2130,NA,65,NA,NA,NA,NA,NA,73
2,4,"Q1'08",45,NA,1,NA,2400,NA,30,NA,NA,NA,NA,NA,NA
4,3,"Q3'08",45,339,4,NA,3000,NA,95,NA,NA,NA,NA,NA,71.4
4,3,"Q3'08",45,NA,2,NA,3160,NA,65,NA,NA,NA,NA,NA,72.4
4,3,"Q4'07",45,NA,2,NA,3400,NA,80,NA,NA,NA,NA,NA,66
4,3,"Q4'07",45,NA,4,NA,3200,NA,150,NA,NA,NA,NA,NA,63
4,3,"Q3'07",65,NA,4,NA,1860,NA,50,NA,NA,NA,NA,NA,66
4,3,"Q3'07",65,NA,2,NA,2400,NA,80,NA,NA,NA,NA,NA,64
4,4,"Q2'06",65,494,2,NA,2130,NA,35,NA,NA,NA,NA,NA,70.8
4,3,"Q4'06",65,NA,4,NA,2660,NA,120,NA,NA,NA,NA,NA,70
4,3,"Q1'07",65,NA,4,NA,2400,NA,105,NA,NA,NA,NA,NA,62.2
4,2,NA,180,NA,1,NA,600,NA,19.2,NA,NA,NA,NA,NA,55
4,2,NA,250,NA,1,NA,500,NA,36.2,NA,NA,NA,NA,NA,75
4,2,NA,180,NA,1,NA,1400,NA,64,NA,NA,NA,NA,NA,74
4,3,NA,65,NA,2,NA,3330,NA,150,NA,NA,NA,NA,NA,69
4,2,NA,130,NA,1,NA,2400,NA,77,NA,NA,NA,NA,NA,72
4,3,NA,90,3157,2,NA,3000,NA,165,NA,NA,NA,NA,NA,76
4,3,NA,65,NA,2,NA,3460,NA,130,NA,NA,NA,NA,NA,78
4,2,NA,90,NA,1,NA,3000,NA,NA,NA,NA,NA,NA,NA,NA
4,2,NA,NA,NA,1,NA,400,NA,18.6,NA,NA,NA,NA,NA,65
4,3,"Q2'10",45,623,4,8,3060,"3.73",95,32,21,NA,NA,16,72.7
2,4,"Q1'10",45,493,4,8,2130,"2.53",60,NA,NA,NA,NA,NA,85
4,3,"Q1'10",45,NA,8,16,2270,"2.67",130,NA,NA,NA,NA,NA,NA
4,3,"Q1'09",45,562,4,NA,3160,NA,95,NA,NA,NA,NA,NA,71.4
4,3,"Q3'09",45,1059,4,8,3330,"3.6",130,24,32,NA,NA,NA,67.9
4,4,"Q1'09",45,NA,4,8,2930,"3.33",95,144,32,NA,NA,NA,75
4,3,"Q3'08",45,2837,6,NA,2660,NA,130,NA,NA,NA,NA,NA,64
4,3,"Q3'08",45,NA,4,NA,3400,NA,150,NA,NA,NA,NA,NA,63
4,3,"Q1'09",45,243,2,NA,3000,NA,45,NA,NA,NA,NA,NA,78.65
4,3,"Q3'07",65,NA,4,NA,2660,NA,95,NA,NA,NA,NA,NA,60.4
4,3,"Q3'07",65,NA,4,NA,2930,NA,130,NA,NA,NA,NA,NA,66
4,3,"Q3'07",65,NA,2,NA,2930,NA,80,NA,NA,NA,NA,NA,64
4,3,"Q3'07",65,NA,4,NA,3000,NA,150,NA,NA,NA,NA,NA,63
4,3,NA,65,NA,2,NA,3500,NA,150,NA,NA,NA,NA,NA,69
4,2,NA,250,NA,1,NA,500,NA,44,NA,NA,NA,NA,NA,75
4,2,NA,180,NA,1,NA,1000,NA,30.8,NA,NA,NA,NA,NA,55
4,3,"Q1'02",130,NA,1,NA,2000,NA,58,NA,NA,NA,NA,NA,70
4,2,NA,180,NA,1,NA,1400,NA,56,NA,NA,NA,NA,NA,69
4,4,"Q2'06",65,NA,2,NA,2330,NA,40,NA,NA,NA,NA,NA,58
4,3,NA,65,851,2,NA,3730,NA,130,NA,NA,NA,NA,NA,78
4,4,NA,90,NA,1,NA,2830,NA,129,NA,NA,NA,NA,NA,73
4,3,"Q4'12",22,NA,60,NA,1050,NA,225,8,320,NA,NA,NA,NA
4,3,"Q2'13",22,NA,60,NA,1050,NA,245,8,352,NA,NA,NA,NA
4,3,"Q2'13",22,NA,61,NA,1240,"1.33",300,16,352,NA,NA,NA,NA
4,3,"Q1'14",22,NA,61,NA,1240,"1.33",270,16,352,NA,NA,NA,NA
4,3,"Q2'14",22,NA,61,NA,1240,"1.33",300,16,352,NA,NA,NA,NA
4,4,"Q4'16",14,3213,72,NA,1500,"1.7",245,384,115.2,NA,NA,36,NA
4,4,"Q4'16",14,2591,68,NA,1400,"1.6",230,384,115.2,NA,NA,4,NA
4,4,"Q2'16",14,2436,68,NA,1400,"1.6",215,384,115.2,NA,NA,36,NA
4,4,"Q4'16",14,2147,64,NA,1300,"1.5",230,384,115.2,NA,NA,4,NA
4,4,"Q2'16",14,1992,64,NA,1300,"1.5",215,384,115.2,NA,NA,36,NA
4,4,"Q4'16",14,2036,64,NA,1300,"1.5",230,384,102,NA,NA,4,NA
4,4,"Q2'16",14,1881,64,NA,1300,"1.5",215,384,102,NA,NA,36,NA
4,4,"Q2'17",32,3750,4,8,2530,NA,170,NA,NA,NA,NA,NA,95
4,4,"Q2'17",32,2650,8,16,2130,NA,170,NA,NA,NA,NA,NA,95
4,4,"Q2'17",32,1350,4,8,1730,NA,130,NA,NA,NA,NA,NA,95
4,4,"Q4'12",32,2650,8,16,2130,NA,170,NA,NA,NA,NA,NA,95
4,4,"Q4'12",32,3750,4,8,2400,NA,170,NA,NA,NA,NA,NA,95
4,4,"Q4'12",32,4650,8,16,2530,NA,170,NA,NA,NA,NA,NA,95
4,3,"Q2'11",32,774,6,12,1730,NA,105,1044.48,NA,NA,NA,NA,64
4,4,"Q1'14",22,NA,12,24,2300,"2.8",105,1576.96,68,NA,NA,32,68
4,4,"Q2'15",22,1223,8,16,2000,NA,115,1576.96,85,NA,NA,32,70
4,4,"Q2'16",14,1223,8,16,2100,NA,115,3143.68,85,NA,NA,32,69
4,4,"Q3'17",14,218,6,6,1700,NA,85,768,NA,NA,NA,48,78
1,2,"Q1'07",65,NA,1,NA,3600,NA,65,NA,NA,NA,NA,NA,64.4
3,4,"Q1'13",22,75,2,2,1800,NA,35,32,25.6,650,1000,1,105
2,4,"Q1'14",22,86,2,2,2200,NA,37,32,25.6,400,900,16,100
1,3,"Q1'13",22,64,2,2,2800,NA,55,32,21,650,1050,NA,NA
4,4,"Q4'15",14,103,2,2,1200,NA,20,128,NA,NA,NA,32,NA
3,4,"Q4'11",32,NA,4,8,2700,"3.7",55,32,25.6,650,1300,1,100
3,4,"Q2'14",22,281,2,4,1600,NA,11.5,16,25.6,200,850,12,100
1,3,"Q2'13",22,218.5,4,4,3400,"3.8",84,32,25.6,350,1200,16,72.72
3,4,"Q3'14",22,426,2,4,3000,"3.5",28,16,25.6,200,1200,12,100
3,4,"Q3'14",14,NA,2,4,800,"2",4.5,16,25.6,100,800,12,95
3,4,"Q1'15",14,281,2,4,2200,"2.7",15,16,25.6,300,900,12,105
3,4,"Q1'15",14,315,2,4,1600,"2.7",15,16,25.6,300,950,12,105
3,4,"Q1'15",14,315,2,4,2700,"3.1",28,16,25.6,300,1050,12,105
3,4,"Q1'15",14,315,2,4,2900,"3.3",28,16,25.6,300,1100,12,105
3,4,"Q1'15",14,281,2,4,2300,"2.9",15,16,25.6,300,900,12,105
3,4,"Q2'15",14,289,2,4,3100,"3.5",47,32,25.6,300,1050,16,105
3,4,"Q1'15",14,315,2,4,1800,"2.9",15,16,25.6,300,1000,12,105
1,4,"Q2'15",14,244,4,4,2800,"3.3",65,32,29.86,300,1050,16,NA
1,4,"Q2'15",14,276.5,4,4,3100,"3.6",65,32,25.6,300,1100,16,NA
3,4,"Q1'15",14,275,2,4,2000,NA,15,16,25.6,300,850,12,105
1,4,"Q2'15",14,265,4,4,3100,"3.6",65,32,29.86,300,1100,16,NA
3,4,"Q1'15",14,281,2,4,2100,NA,15,16,25.6,300,900,12,105
3,4,"Q1'15",14,275,2,4,2100,NA,15,16,25.6,300,850,12,105
3,4,"Q1'15",14,281,2,4,2200,NA,15,16,25.6,300,900,12,105
3,4,"Q1'15",14,315,2,4,2500,NA,28,16,25.6,300,1000,12,105
3,4,"Q4'14",14,281,2,4,800,"2",4.5,16,25.6,300,800,12,95
3,4,"Q4'14",14,281,2,4,900,"2.4",4.5,16,25.6,300,850,12,95
3,4,"Q4'14",14,281,2,4,1100,"2.6",4.5,16,25.6,300,900,12,95
3,4,"Q3'14",14,NA,2,4,1100,"2.6",4.5,16,25.6,100,850,12,95
3,4,"Q4'14",14,281,2,4,1200,"2.9",4.5,16,25.6,300,900,12,95
3,4,"Q3'13",22,426,2,4,2800,"3.3",28,16,25.6,200,1200,12,100
3,4,"Q3'13",22,426,2,4,1500,"3",15,16,25.6,200,1100,12,100
3,4,"Q2'14",22,393,2,4,2000,"3.1",15,16,25.6,200,1100,12,100
3,4,"Q3'13",22,393,2,4,1800,"3",15,16,25.6,200,1100,12,100
3,4,"Q3'13",22,426,2,4,1700,"3.3",15,16,25.6,200,1100,12,100
3,4,"Q3'13",22,393,2,4,1700,"2.9",11.5,16,25.6,200,850,12,100
3,4,"Q1'14",22,NA,2,4,3000,"3.7",37,32,25.6,400,1300,16,100
3,4,"Q3'13",22,393,2,4,2100,"3.3",15,16,25.6,200,1100,12,100
3,4,"Q4'13",22,346,2,4,2900,"3.6",37,32,25.6,400,1300,16,100
1,3,"Q2'14",22,303,4,8,2700,"3.9",45,32,25.6,350,1200,16,71.45
1,4,"Q2'14",22,307.5,4,8,3200,"4",65,32,25.6,350,1200,16,71.35
1,3,"Q2'14",22,307.5,4,8,3600,"4",84,32,25.6,350,1200,16,72.72
1,3,"Q2'14",22,303,4,8,2200,"3.2",35,32,25.6,350,1200,16,66.35
1,3,"Q3'13",22,317,4,8,3500,"3.9",84,32,25.6,350,1200,16,72
2,4,"Q2'13",22,303,4,8,2300,"3.3",45,32,25.6,350,1000,16,71.45
1,3,"Q2'13",22,303,4,8,2500,"3.7",45,32,25.6,350,1200,16,71.45
1,4,"Q2'13",22,304,4,8,3100,"3.9",65,32,25.6,350,1200,16,71.35
1,3,"Q2'13",22,358,4,8,3200,"3.9",65,32,25.6,200,1300,16,NA
1,3,"Q2'13",22,307.5,4,8,3400,"3.9",84,32,25.6,350,1200,16,72.72
1,3,"Q2'13",22,303,4,8,2000,"3",35,32,25.6,350,1200,16,66.35
1,3,"Q2'13",22,344.5,4,8,3500,"3.9",84,32,25.6,350,1250,16,72.72
1,3,"Q2'14",22,344.5,4,8,4000,"4.4",88,32,25.6,350,1250,16,74.04
3,4,"Q3'14",22,434,4,8,2200,"3.4",47,32,25.6,200,1200,16,100
3,4,"Q2'14",22,434,4,8,2100,"3.3",47,32,25.6,200,1200,16,100
3,4,"Q3'13",22,434,4,8,2000,"3.2",47,32,25.6,200,1200,16,100
3,4,"Q1'15",22,378,4,8,2400,"3.4",37,32,25.6,400,1150,16,100
3,4,"Q1'15",22,378,4,8,2600,"3.6",47,32,25.6,400,1200,16,100
3,4,"Q2'14",22,378,4,8,2300,"3.3",37,32,25.6,400,1150,16,100
3,4,"Q2'14",22,378,4,8,2500,"3.5",47,32,25.6,400,1150,16,100
3,4,"Q2'14",22,378,4,8,2500,"3.5",47,32,25.6,400,1200,16,100
3,4,"Q2'13",22,378,4,8,2200,"3.2",37,32,25.6,400,1150,16,100
3,4,"Q2'13",22,NA,4,8,2200,"3.2",37,32,25.6,400,1150,16,100
2,4,"Q1'14",22,459,4,8,2000,NA,27,32,25.6,NA,NA,16,100
3,4,"Q2'13",22,378,4,8,2400,"3.4",47,32,25.6,400,1200,16,100
3,4,"Q2'13",22,378,4,8,2400,"3.4",47,32,25.6,400,1150,16,100
2,4,"Q2'13",22,378,4,8,2400,"3.4",47,32,25.6,400,1000,16,100
2,4,"Q1'14",22,459,4,8,2700,NA,43,32,25.6,NA,NA,16,100
3,4,"Q3'14",22,434,4,8,2500,"3.7",47,32,25.6,200,1200,16,100
3,4,"Q1'14",22,434,4,8,2400,"3.6",47,32,25.6,200,1200,16,100
3,4,"Q3'13",22,434,4,8,2300,"3.5",47,32,25.6,200,1200,16,100
3,4,"Q1'14",22,378,4,8,2800,"3.8",47,32,25.6,400,1300,16,100
3,4,"Q2'13",22,380,4,8,2700,"3.7",47,32,25.6,400,1300,16,100
3,4,"Q3'14",22,623,4,8,2800,"4",47,32,25.6,200,1300,16,100
3,4,"Q4'13",22,623,4,8,2600,"3.8",47,32,25.6,200,1300,16,100
3,4,"Q3'13",22,623,4,8,2400,"3.6",47,32,25.6,200,1300,16,100
3,4,"Q1'14",22,569,4,8,2900,"3.9",47,32,25.6,400,1300,16,100
3,4,"Q2'13",22,570,4,8,2800,"3.8",47,32,25.6,400,1300,16,100
3,4,"Q3'13",22,315,2,4,2600,"3.1",28,16,25.6,200,1200,12,100
3,4,"Q3'14",22,315,2,4,2600,"3.1",28,16,25.6,200,1100,12,100
3,4,"Q2'14",22,315,2,4,1400,"2.7",15,16,25.6,200,1000,12,100
3,4,"Q3'13",22,315,2,4,2400,"2.9",28,16,25.6,200,1100,12,100
3,4,"Q3'13",22,315,2,4,1300,"2.6",15,16,25.6,200,1000,12,100
3,4,"Q2'14",22,281,2,4,1600,"2",11.5,16,25.6,200,850,12,100
3,4,"Q3'13",22,281,2,4,1500,"1.9",11.5,16,25.6,200,850,12,100
3,4,"Q2'14",22,281,2,4,1700,"2.7",15,16,25.6,200,1000,12,100
3,4,"Q2'14",22,225,2,4,2600,"3.2",37,32,25.6,400,1150,16,100
3,4,"Q3'14",22,225,2,4,2900,"3.5",47,32,25.6,400,1150,16,100
3,4,"Q3'13",22,281,2,4,1600,"2",11.5,16,25.6,200,850,12,100
3,4,"Q3'13",22,281,2,4,1400,"1.9",11.5,16,25.6,200,850,12,100
3,4,"Q3'13",22,281,2,4,1600,"2.6",15,16,25.6,200,1000,12,100
3,4,"Q4'13",22,225,2,4,2500,"3.1",37,32,25.6,400,1150,16,100
3,4,"Q1'14",22,NA,2,4,1500,"3",15,16,25.6,200,1100,12,100
3,4,"Q4'13",22,225,2,4,2800,"3.4",47,32,25.6,400,1150,16,100
3,4,"Q3'13",22,315,2,4,1400,"2.9",15,16,25.6,200,1100,12,100
3,4,"Q1'14",22,266,2,4,2900,"3.6",37,32,25.6,400,1250,16,100
3,4,"Q4'13",22,266,2,4,2800,"3.5",37,32,25.6,400,1250,16,100
3,4,"Q1'14",22,281,2,4,2000,"3",15,16,25.6,200,1100,12,100
3,4,"Q1'14",22,NA,2,4,2700,"3.4",37,32,25.6,400,1250,16,100
3,4,"Q3'14",22,315,2,4,2800,"3.3",28,16,25.6,200,1200,12,100
3,4,"Q3'13",22,NA,2,4,1600,"2.3",11.5,16,25.6,200,850,12,100
3,4,"Q3'13",22,281,2,4,1600,"2.3",11.5,16,25.6,200,850,12,100
3,4,"Q3'13",22,281,2,4,1900,"2.9",15,16,25.6,200,1100,12,100
3,4,"Q4'13",22,226,2,4,2600,"3.3",37,32,25.6,400,1250,16,100
1,3,"Q2'13",22,184.5,4,4,3000,"3.2",84,32,25.6,350,1100,16,72.72
1,3,"Q3'13",22,184.5,4,4,3100,"3.3",84,32,25.6,350,1100,16,72.72
1,3,"Q3'13",22,184.5,4,4,2800,"3.3",65,32,25.6,350,1100,16,71.35
1,3,"Q2'13",22,182,4,4,2700,"3.2",65,32,25.6,350,1100,16,71.35
1,3,"Q2'14",22,184.5,4,4,3200,"3.4",84,32,25.6,350,1100,16,72.72
1,3,"Q2'14",22,182,4,4,2900,"3.4",65,32,25.6,350,1100,16,71.35
1,3,"Q2'14",22,182,4,4,1900,"2.7",35,32,25.6,350,1100,16,66.35
2,4,"Q3'13",22,266,2,4,2700,"3.3",37,16,NA,400,1000,16,100
2,4,"Q3'13",22,266,2,4,1600,"2.7",25,16,NA,400,900,16,100
2,4,"Q1'14",22,324,2,4,2500,NA,27,32,25.6,NA,NA,16,100
2,4,"Q2'14",22,266,2,4,2900,NA,37,16,25.6,400,1000,16,100
2,4,"Q2'14",22,266,2,4,1800,"2.9",25,16,25.6,400,900,16,100
1,4,"Q2'14",22,192,4,4,2000,"3",35,32,25.6,350,1150,16,66.35
1,4,"Q2'14",22,197,4,4,3000,"3.7",65,32,25.6,350,1150,16,71.35
1,3,"Q2'14",22,197,4,4,3300,"3.7",84,32,25.6,350,1150,16,72.72
2,4,"Q2'13",22,192,2,4,2700,"3.3",35,32,25.6,350,1000,16,66.35
1,3,"Q2'13",22,193.5,2,4,2900,"3.6",35,32,25.6,200,1150,16,66.35
1,4,"Q2'13",22,193.5,4,4,2900,"3.6",65,32,25.6,350,1150,16,71.35
1,3,"Q2'13",22,255,4,4,2700,"3.2",65,32,25.6,200,1150,16,NA
1,3,"Q2'13",22,197,4,4,3200,"3.6",84,32,25.6,350,1150,16,72.72
1,3,"Q2'14",22,213,4,4,2500,"3.5",45,32,25.6,350,1200,16,71.45
1,3,"Q2'14",22,218.5,4,4,3200,"3.9",65,32,25.6,350,1200,16,71.35
1,3,"Q2'14",22,242.5,4,4,3500,"3.9",88,32,25.6,350,1200,16,72.72
1,3,"Q2'14",22,218.5,4,4,3500,"3.9",84,32,25.6,350,1200,16,72.72
1,3,"Q2'13",22,213,4,4,2300,"3.3",45,32,25.6,350,1200,16,71.45
1,3,"Q2'13",22,276,4,4,3000,"3.7",65,32,25.6,200,1300,16,NA
1,3,"Q2'13",22,213,4,4,3100,"3.8",65,32,25.6,350,1200,16,71.35
1,3,"Q2'13",22,242.5,4,4,3400,"3.8",84,32,25.6,350,1200,16,72.72
3,2,"Q2'09",45,NA,1,NA,1300,NA,5.5,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,1,NA,1730,NA,31,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,1,NA,1660,NA,27,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,1,NA,1860,NA,31,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,1,NA,1830,NA,27,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,1,NA,1060,NA,6,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,1,NA,1200,NA,6,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,1,NA,1330,NA,5.5,NA,NA,NA,NA,NA,100
3,2,"Q3'07",65,NA,1,NA,1060,NA,5.5,NA,NA,NA,NA,NA,100
3,2,"Q3'07",65,NA,1,NA,1200,NA,5.5,NA,NA,NA,NA,NA,100
3,2,"Q2'09",45,NA,1,NA,1400,NA,5.5,NA,NA,NA,NA,NA,100
3,2,"Q3'08",45,NA,1,NA,1200,NA,5.5,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,2,NA,1060,NA,9,NA,NA,NA,NA,NA,100
3,2,"Q1'06",65,NA,2,NA,1200,NA,9,NA,NA,NA,NA,NA,100
3,2,"Q3'06",65,NA,2,NA,1060,NA,10,NA,NA,NA,NA,NA,100
3,2,"Q2'07",65,NA,2,NA,1200,NA,10,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,2,NA,1200,NA,10,NA,NA,NA,NA,NA,100
3,2,"Q1'08",65,NA,2,NA,1330,NA,10,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,2,NA,1600,NA,31,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,2,NA,1730,NA,31,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,2,NA,1660,NA,31,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,2,NA,1860,NA,31,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,2,NA,1830,NA,31,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,2,NA,2000,NA,31,NA,NA,NA,NA,NA,100
3,2,"Q1'06",65,NA,2,NA,2000,NA,31,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,2,NA,2160,NA,31,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,2,NA,1600,NA,34,NA,NA,NA,NA,NA,85
3,2,NA,65,NA,2,NA,2330,NA,31,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,2,NA,1500,NA,35,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,2,NA,1400,NA,35,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,2,NA,1730,NA,34,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,2,NA,1660,NA,35,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,2,NA,1600,NA,35,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,2,NA,1660,NA,34,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,2,NA,1830,NA,35,NA,NA,NA,NA,NA,100
3,2,NA,65,NA,2,NA,1830,NA,34,NA,NA,NA,NA,NA,100
3,2,"Q2'08",65,NA,2,NA,1800,NA,35,NA,NA,NA,NA,NA,100
3,2,"Q1'08",65,NA,2,NA,2000,NA,35,NA,NA,NA,NA,NA,85
3,2,"Q4'08",65,NA,2,NA,2000,NA,35,NA,NA,NA,NA,NA,85
3,2,"Q2'09",45,NA,2,NA,2100,NA,35,NA,NA,NA,NA,NA,105
3,2,"Q1'09",45,NA,2,NA,2200,NA,35,NA,NA,NA,NA,NA,90
3,2,"Q3'09",45,NA,2,NA,2200,NA,35,NA,NA,NA,NA,NA,105
3,4,"Q2'14",22,281,2,4,1900,NA,15,16,25.6,200,1000,12,100
3,4,"Q2'14",22,275,2,4,1900,NA,15,16,25.6,200,950,10,100
3,4,"Q3'13",22,281,2,4,1500,NA,11.5,16,25.6,200,850,12,100
3,4,"Q3'13",22,281,2,4,1300,NA,11.5,16,25.6,200,850,12,100
3,4,"Q3'13",22,281,2,4,1700,NA,15,16,25.6,200,1000,12,100
3,4,"Q3'13",22,275,2,4,1700,NA,15,16,25.6,200,950,10,100
3,4,"Q4'13",22,225,2,4,2400,NA,37,32,25.6,400,1100,16,100
1,3,"Q3'13",22,117,2,4,3400,NA,54,32,25.6,350,1150,16,72
3,2,"Q2'07",65,NA,2,NA,1800,NA,35,NA,NA,NA,NA,NA,100
1,3,"Q3'13",22,117,2,4,2900,NA,35,32,25.6,200,1150,16,66.4
3,2,NA,65,NA,2,NA,2000,NA,34,NA,NA,NA,NA,NA,100
3,2,"Q3'07",65,NA,2,NA,2000,NA,35,NA,NA,NA,NA,NA,100
3,2,"Q2'07",65,NA,2,NA,2000,NA,35,NA,NA,NA,NA,NA,100
3,2,"Q3'06",65,213,2,NA,2160,NA,34,NA,NA,NA,NA,NA,100
3,2,"Q3'06",65,NA,2,NA,2200,NA,35,NA,NA,NA,NA,NA,100
3,2,"Q3'07",65,NA,2,NA,2330,NA,34,NA,NA,NA,NA,NA,100
3,2,"Q2'07",65,NA,2,NA,2400,NA,35,NA,NA,NA,NA,NA,100
3,2,"Q1'08",45,NA,2,NA,2100,NA,35,NA,NA,NA,NA,NA,105
3,2,"Q1'08",45,NA,2,NA,2400,NA,35,NA,NA,NA,NA,NA,105
3,2,"Q3'07",65,NA,2,NA,2600,NA,35,NA,NA,NA,NA,NA,100
3,2,"Q1'08",45,NA,2,NA,2500,NA,35,NA,NA,NA,NA,NA,105
3,2,"Q3'08",45,290.5,2,NA,2530,NA,35,NA,NA,NA,NA,NA,105
3,2,"Q1'08",45,NA,2,NA,2600,NA,35,NA,NA,NA,NA,NA,105
3,2,"Q4'08",45,NA,2,NA,2660,NA,35,NA,NA,NA,NA,NA,105
3,2,"Q3'08",45,NA,2,NA,2800,NA,35,NA,NA,NA,NA,NA,105
3,2,"Q4'08",45,NA,2,NA,2930,NA,35,NA,NA,NA,NA,NA,105
3,2,"Q2'09",45,NA,2,NA,3060,NA,35,NA,NA,NA,NA,NA,105
3,2,"Q3'08",45,245,2,NA,1200,NA,10,NA,NA,NA,NA,NA,105
3,2,"Q3'08",45,NA,2,NA,1400,NA,10,NA,NA,NA,NA,NA,105
3,2,"Q1'09",45,NA,2,NA,1600,NA,10,NA,NA,NA,NA,NA,105
3,2,"Q3'08",45,247,2,NA,2260,NA,25,NA,NA,NA,NA,NA,105
3,2,"Q3'08",45,NA,2,NA,2400,NA,25,NA,NA,NA,NA,NA,105
3,2,"Q1'09",45,NA,2,NA,2530,NA,25,NA,NA,NA,NA,NA,105
1,3,"Q2'14",22,117,2,4,3500,NA,54,32,25.6,350,1150,16,72
1,3,"Q2'14",22,117,2,4,3000,NA,35,32,25.6,200,1150,16,66.4
1,3,"Q3'14",22,117,2,4,3600,NA,54,32,25.6,350,1150,16,72
1,3,"Q3'14",22,117,2,4,3100,NA,35,32,25.6,200,1150,16,66.4
1,3,"Q1'15",22,117,2,4,3700,NA,54,32,25.6,350,1150,16,72
1,3,"Q1'15",22,117,2,4,3200,NA,35,32,25.6,200,1150,16,66.4
3,4,"Q3'13",22,315,2,4,2000,NA,28,16,25.6,200,1100,12,100
3,4,"Q2'14",22,281,2,4,2000,NA,15,16,25.6,200,1000,12,100
2,4,"Q2'14",22,225,2,4,1800,NA,25,32,25.6,400,900,16,100
3,4,"Q2'14",22,225,2,4,2600,NA,37,32,25.6,400,1100,16,100
2,4,"Q2'14",22,225,2,4,2600,NA,37,32,25.6,400,900,16,100
2,4,"Q3'13",22,225,2,4,1600,NA,25,16,25.6,400,900,16,100
3,4,"Q4'13",22,225,2,4,2500,NA,37,32,25.6,400,1100,16,100
3,4,"Q3'13",22,281,2,4,1800,NA,15,16,25.6,200,1000,12,100
2,4,"Q3'13",22,225,2,4,2400,NA,37,16,25.6,400,900,16,100
1,3,"Q1'15",22,138,2,4,3300,NA,35,32,25.6,200,1150,16,66.4
1,3,"Q3'14",22,142.5,2,4,3800,NA,54,32,25.6,350,1150,16,66.4
